question_key	question
Sooth_QGen#3a56a803b4a0	Will the Kalshi YES mid-market price for Los Angeles A (Los Angeles A vs Los Angeles D) land in the 20-30¢ bucket at game start (2026-06-06)?
Sooth_QGen#3a70b5825fe8	Will the Kalshi YES mid-market price for Pittsburgh (Los Angeles D vs Pittsburgh) land in the 80-90¢ bucket at game start (2026-06-09)?
Sooth_QGen#3a7572b36f76	Will the Kalshi YES mid-market price for Boston (Boston vs New York Y) land in the 40-50¢ bucket at game start (2026-06-05)?
Sooth_QGen#3a88b644de2e	Will the Kalshi YES mid-market price for Colorado (Colorado vs A's) land in the 0-10¢ bucket at game start (2026-06-14)?
Sooth_QGen#3a8d3309bbca	Will the Kalshi YES mid-market price for Baltimore (Baltimore vs Boston) land in the 20-30¢ bucket at game start (2026-06-02)?
Sooth_QGen#3a959c7adf9c	Will the Kalshi YES mid-market price for Cincinnati (Arizona vs Cincinnati) land in the 30-40¢ bucket at game start (2026-06-13)?
Sooth_QGen#3aaef0d73066	Will the Kalshi YES mid-market price for Boston (Boston vs New York Y) land in the 70-80¢ bucket at game start (2026-06-07)?
Sooth_QGen#3ab952e546ad	Will the Kalshi YES mid-market price for Chicago WS (Chicago WS vs Minnesota) land in the 20-30¢ bucket at game start (2026-06-01)?
Sooth_QGen#3ad3facac725	Will the Kalshi YES mid-market price for Chicago C (Chicago C vs Colorado) land in the 40-50¢ bucket at game start (2026-06-10)?
Sooth_QGen#3add3ddf8a3f	Will the Kalshi YES mid-market price for Texas (Texas vs St. Louis) land in the 50-60¢ bucket at game start (2026-06-02)?
Sooth_QGen#3adf6c665000	Will the Kalshi YES mid-market price for Minnesota (St. Louis vs Minnesota) land in the 60-70¢ bucket at game start (2026-06-13)?
Sooth_QGen#3ae5095b4fce	Will the Kalshi YES mid-market price for Milwaukee (Milwaukee vs Colorado) land in the 20-30¢ bucket at game start (2026-06-07)?
Sooth_QGen#3aed0b06d284	Will the Kalshi YES mid-market price for New York Y (New York Y vs Toronto) land in the 70-80¢ bucket at game start (2026-06-12)?
Sooth_QGen#3af9672a6db8	Will the Kalshi YES mid-market price for Colorado (Colorado vs Los Angeles A) land in the 40-50¢ bucket at game start (2026-06-03)?
Sooth_QGen#3afc0d7a1768	Will the Kalshi YES mid-market price for Baltimore (Will Baltimore win the Baltimore vs Indianapolis Pro Football game) land in the 10-20¢ bucket at game start (2026-09-13)?
Sooth_QGen#3afe24807c5d	Will the Kalshi YES mid-market price for Houston (Will Houston win the Buffalo vs Houston Pro Football game) land in the 70-80¢ bucket at game start (2026-09-13)?
Sooth_QGen#3b10aa5dc347	Will the Kalshi YES mid-market price for Toronto (Baltimore vs Toronto) land in the 40-50¢ bucket at game start (2026-06-07)?
Sooth_QGen#3b15343a83b4	Will the Kalshi YES mid-market price for Philadelphia (Will Philadelphia win the Washington vs Philadelphia Pro Football game) land in the 40-50¢ bucket at game start (2026-09-13)?
Sooth_QGen#3b15c8755eef	Will the Kalshi YES mid-market price for Colorado (San Francisco vs Colorado) land in the 10-20¢ bucket at game start (2026-05-31)?
Sooth_QGen#3b3f34063988	Will the Kalshi YES mid-market price for Chicago C (Chicago C vs St. Louis) land in the 50-60¢ bucket at game start (2026-05-30)?
Sooth_QGen#3b41d2fa674c	Will the Kalshi YES mid-market price for A's (A's vs Houston) land in the 0-10¢ bucket at game start (2026-06-06)?
Sooth_QGen#3b45c70a5847	Will the Kalshi YES mid-market price for Chicago C (Chicago C vs Colorado) land in the 0-10¢ bucket at game start (2026-06-10)?
Sooth_QGen#3b49203a5248	Will the Kalshi YES mid-market price for Tampa Bay (Tampa Bay vs Miami) land in the 10-20¢ bucket at game start (2026-06-05)?
Sooth_QGen#3b5b4cf252f5	Will the Kalshi YES mid-market price for Seattle (Arizona vs Seattle) land in the 70-80¢ bucket at game start (2026-05-31)?
Sooth_QGen#3b5e7a81b3c0	Will the Kalshi YES mid-market price for St. Louis (Chicago C vs St. Louis) land in the 90-100¢ bucket at game start (2026-05-29)?
Sooth_QGen#3b7714711971	Will the Kalshi YES mid-market price for San Francisco (San Francisco vs Chicago C) land in the 30-40¢ bucket at game start (2026-06-08)?
Sooth_QGen#3b7cbea77fa3	Will the Kalshi YES mid-market price for Cleveland (Cleveland vs New York Y) land in the 30-40¢ bucket at game start (2026-06-03)?
Sooth_QGen#3b88fd4cb387	Will the Kalshi YES mid-market price for Washington (Miami vs Washington) land in the 40-50¢ bucket at game start (2026-06-01)?
Sooth_QGen#3b91135bf348	Will the Kalshi YES mid-market price for A's (Colorado vs A's) land in the 20-30¢ bucket at game start (2026-06-13)?
Sooth_QGen#3ba9799d2f7f	Will the Kalshi YES mid-market price for Cincinnati (Cincinnati vs San Diego) land in the 80-90¢ bucket at game start (2026-06-10)?
Sooth_QGen#3ba9b30467b9	Will the Kalshi YES mid-market price for VGK Golden Knights (Game 3: Carolina at Vegas) land in the 10-20¢ bucket at game start (2026-06-07)?
Sooth_QGen#3bb8c5c15ebe	Will the Kalshi YES mid-market price for Tampa Bay (Boston vs Tampa Bay) land in the 90-100¢ bucket at game start (2026-06-10)?
Sooth_QGen#3bc206d21b22	Will the Kalshi YES mid-market price for Colorado (Colorado vs Los Angeles A) land in the 30-40¢ bucket at game start (2026-06-04)?
Sooth_QGen#3beb82c22295	Will the Kalshi YES mid-market price for San Diego (San Diego vs Baltimore) land in the 60-70¢ bucket at game start (2026-06-14)?
Sooth_QGen#3bed5f5e9e5a	Will the Kalshi YES mid-market price for Philadelphia (San Diego vs Philadelphia) land in the 40-50¢ bucket at game start (2026-06-03)?
Sooth_QGen#3bef9a99096a	Will the Kalshi YES mid-market price for CAR Hurricanes (Game 5: Vegas at Carolina) land in the 60-70¢ bucket at game start (2026-06-12)?
Sooth_QGen#3bfeccbe1546	Will the Kalshi YES mid-market price for Houston (Milwaukee vs Houston) land in the 90-100¢ bucket at game start (2026-05-31)?
Sooth_QGen#3bff6896ab28	Will the Kalshi YES mid-market price for Kansas City (Texas vs Kansas City) land in the 70-80¢ bucket at game start (2026-06-10)?
Sooth_QGen#3c0a099a0b03	Will the Kalshi YES mid-market price for Los Angeles A (Los Angeles A vs Tampa Bay) land in the 10-20¢ bucket at game start (2026-05-31)?
Sooth_QGen#3c0aabd875cf	Will the Kalshi YES mid-market price for New York M (Atlanta vs New York M) land in the 30-40¢ bucket at game start (2026-06-14)?
Sooth_QGen#3c286978bbef	Will the Kalshi YES mid-market price for Texas (Texas vs Boston) land in the 50-60¢ bucket at game start (2026-06-14)?
Sooth_QGen#3c38600ee43c	Will the Kalshi YES mid-market price for CAR Hurricanes (Game 4: Carolina at Vegas) land in the 10-20¢ bucket at game start (2026-06-10)?
Sooth_QGen#3c44a9bfecdb	Will the Kalshi YES mid-market price for Kansas City (Texas vs Kansas City) land in the 10-20¢ bucket at game start (2026-06-11)?
Sooth_QGen#3c45f277c99e	Will the Kalshi YES mid-market price for Boston (Boston vs Cleveland) land in the 60-70¢ bucket at game start (2026-05-30)?
Sooth_QGen#3c536c328986	Will the Kalshi YES mid-market price for Miami (Miami vs Pittsburgh) land in the 30-40¢ bucket at game start (2026-06-12)?
Sooth_QGen#3c58daf9d1c1	Will the Kalshi YES mid-market price for Washington (Washington vs Cleveland) land in the 60-70¢ bucket at game start (2026-05-27)?
Sooth_QGen#3c5eb3de02d1	Will the Kalshi YES mid-market price for Milwaukee (Philadelphia vs Milwaukee) land in the 60-70¢ bucket at game start (2026-06-12)?
Sooth_QGen#3c87083a230c	Will the Kalshi YES mid-market price for Tampa Bay (Los Angeles A vs Tampa Bay) land in the 40-50¢ bucket at game start (2026-05-29)?
Sooth_QGen#3c8aa599162a	Will the Kalshi YES mid-market price for San Antonio (Game 3: San Antonio at New York) land in the 60-70¢ bucket at game start (2026-06-09)?
Sooth_QGen#3c90cedbe206	Will the Kalshi YES mid-market price for Houston (Pittsburgh vs Houston) land in the 10-20¢ bucket at game start (2026-06-03)?
Sooth_QGen#3c935fea825b	Will the Kalshi YES mid-market price for Texas (Cleveland vs Texas) land in the 10-20¢ bucket at game start (2026-06-06)?
Sooth_QGen#3c9603d954f8	Will the Kalshi YES mid-market price for Milwaukee (Milwaukee vs A's) land in the 70-80¢ bucket at game start (2026-06-11)?
Sooth_QGen#3c9ff2ce0378	Will the Kalshi YES mid-market price for San Francisco (Chicago C vs San Francisco) land in the 10-20¢ bucket at game start (2026-06-14)?
Sooth_QGen#3cab8fc89358	Will the Kalshi YES mid-market price for New York M (Miami vs New York M) land in the 0-10¢ bucket at game start (2026-05-29)?
Sooth_QGen#3cbbc02c94cb	Will the Kalshi YES mid-market price for St. Louis (Cincinnati vs St. Louis) land in the 10-20¢ bucket at game start (2026-06-07)?
Sooth_QGen#3cc2ad9b66aa	Will the Kalshi YES mid-market price for Los Angeles A (Tampa Bay vs Los Angeles A) land in the 90-100¢ bucket at game start (2026-06-13)?
Sooth_QGen#3cdb75d4650e	Will the Kalshi YES mid-market price for Pittsburgh (Pittsburgh vs Houston) land in the 30-40¢ bucket at game start (2026-06-05)?
Sooth_QGen#3ce247c458a3	Will the Kalshi YES mid-market price for Tennessee (Will Tennessee win the New York J vs Tennessee Pro Football game) land in the 90-100¢ bucket at game start (2026-09-13)?
Sooth_QGen#3ce6896049b5	Will the Kalshi YES mid-market price for Texas (Texas vs Kansas City) land in the 20-30¢ bucket at game start (2026-06-09)?
Sooth_QGen#3ce9146f82d5	Will the Kalshi YES mid-market price for Boston (Texas vs Boston) land in the 50-60¢ bucket at game start (2026-06-13)?
Sooth_QGen#3cf743d84e5e	Will the Kalshi YES mid-market price for Chicago C (San Francisco vs Chicago C) land in the 0-10¢ bucket at game start (2026-06-06)?
Sooth_QGen#3d04087d7365	Will the Kalshi YES mid-market price for Baltimore (San Diego vs Baltimore) land in the 10-20¢ bucket at game start (2026-06-12)?
Sooth_QGen#3d11fbb4abee	Will the Kalshi YES mid-market price for New York (Game 1: New York at San Antonio) land in the 30-40¢ bucket at game start (2026-06-04)?
Sooth_QGen#3d22f6d6de08	Will the Kalshi YES mid-market price for Chicago C (Chicago C vs San Francisco) land in the 70-80¢ bucket at game start (2026-06-14)?
Sooth_QGen#3d2e2659d7ef	Will the Kalshi YES mid-market price for Houston (Pittsburgh vs Houston) land in the 0-10¢ bucket at game start (2026-06-05)?
Sooth_QGen#3d2f2ba2159d	Will the Kalshi YES mid-market price for Tampa Bay (Tampa Bay vs Miami) land in the 70-80¢ bucket at game start (2026-06-07)?
Sooth_QGen#3d372354d531	Will the Kalshi YES mid-market price for Cleveland (New York Y vs Cleveland) land in the 80-90¢ bucket at game start (2026-06-10)?
Sooth_QGen#3d46af79d493	Will the Kalshi YES mid-market price for Cincinnati (Cincinnati vs San Diego) land in the 40-50¢ bucket at game start (2026-06-10)?
Sooth_QGen#3d59383bf431	Will the Kalshi YES mid-market price for Washington (Seattle vs Washington) land in the 90-100¢ bucket at game start (2026-06-13)?
Sooth_QGen#3d69ee2f92c0	Will the Kalshi YES mid-market price for San Diego (San Diego vs Baltimore) land in the 50-60¢ bucket at game start (2026-06-14)?
Sooth_QGen#3d7297be95bc	Will the Kalshi YES mid-market price for Chicago WS (Chicago WS vs Philadelphia) land in the 90-100¢ bucket at game start (2026-06-05)?
Sooth_QGen#3d74538a9061	Will the Kalshi YES mid-market price for Tampa Bay (Tampa Bay vs Miami) land in the 60-70¢ bucket at game start (2026-06-05)?
Sooth_QGen#3d951b84e48a	Will the Kalshi YES mid-market price for Kansas City (Houston vs Kansas City) land in the 50-60¢ bucket at game start (2026-06-13)?
Sooth_QGen#3d97018f2ea5	Will the Kalshi YES mid-market price for Minnesota (Kansas City vs Minnesota) land in the 80-90¢ bucket at game start (2026-06-06)?
Sooth_QGen#3d993b85eb9f	Will the Kalshi YES mid-market price for Atlanta (Atlanta vs Cincinnati) land in the 0-10¢ bucket at game start (2026-05-31)?
Sooth_QGen#3d9f22e57bbb	Will the Kalshi YES mid-market price for New York M (St. Louis vs New York M) land in the 90-100¢ bucket at game start (2026-06-10)?
Sooth_QGen#3da443a14f34	Will the Kalshi YES mid-market price for Miami (Will Miami win the Miami vs Las Vegas Pro Football game) land in the 40-50¢ bucket at game start (2026-09-13)?
Sooth_QGen#3dacd6b540f1	Will the Kalshi YES mid-market price for Minnesota (Minnesota vs Pittsburgh) land in the 80-90¢ bucket at game start (2026-05-29)?
Sooth_QGen#3db4f6cabd32	Will the Kalshi YES mid-market price for San Francisco (Washington vs San Francisco) land in the 90-100¢ bucket at game start (2026-06-10)?
Sooth_QGen#3dc732c58d21	Will the Kalshi YES mid-market price for Toronto (Toronto vs Atlanta) land in the 80-90¢ bucket at game start (2026-06-04)?
Sooth_QGen#3dcc8331662c	Will the Kalshi YES mid-market price for Milwaukee (Milwaukee vs Houston) land in the 20-30¢ bucket at game start (2026-05-31)?
Sooth_QGen#3dd70ee585b2	Will the Kalshi YES mid-market price for Philadelphia (Chicago WS vs Philadelphia) land in the 40-50¢ bucket at game start (2026-06-06)?
Sooth_QGen#3ddf7db8249c	Will the Kalshi YES mid-market price for Atlanta (Pittsburgh vs Atlanta) land in the 80-90¢ bucket at game start (2026-06-05)?
Sooth_QGen#3de6e92e660a	Will the Kalshi YES mid-market price for New York Y (New York Y vs Cleveland) land in the 0-10¢ bucket at game start (2026-06-10)?
Sooth_QGen#3df5ed855969	Will the Kalshi YES mid-market price for VGK Golden Knights (Game 6: Carolina at Vegas) land in the 50-60¢ bucket at game start (2026-06-15)?
Sooth_QGen#3df663bb94ab	Will the Kalshi YES mid-market price for Chicago WS (Detroit vs Chicago WS) land in the 10-20¢ bucket at game start (2026-05-30)?
Sooth_QGen#3e0ed1979d57	Will the Kalshi YES mid-market price for Houston (A's vs Houston) land in the 30-40¢ bucket at game start (2026-06-06)?
Sooth_QGen#3e128d97ec0d	Will the Kalshi YES mid-market price for Cleveland (Cleveland vs New York Y) land in the 70-80¢ bucket at game start (2026-06-03)?
Sooth_QGen#3e2035f40940	Will the Kalshi YES mid-market price for Los Angeles D (Los Angeles D vs Arizona) land in the 80-90¢ bucket at game start (2026-06-02)?
Sooth_QGen#3e28ead52c5a	Will the Kalshi YES mid-market price for Los Angeles D (Los Angeles D vs Arizona) land in the 60-70¢ bucket at game start (2026-06-03)?
Sooth_QGen#3e2af6430f11	Will the Kalshi YES mid-market price for New York M (Atlanta vs New York M) land in the 20-30¢ bucket at game start (2026-06-12)?
Sooth_QGen#3e2e5644cf2f	Will the Kalshi YES mid-market price for St. Louis (Chicago C vs St. Louis) land in the 40-50¢ bucket at game start (2026-05-30)?
Sooth_QGen#3e34dba9c4cf	Will the Kalshi YES mid-market price for Chicago C (Chicago C vs St. Louis) land in the 60-70¢ bucket at game start (2026-05-30)?
Sooth_QGen#3e5149ae817c	Will the Kalshi YES mid-market price for New York M (New York M vs Cincinnati) land in the 10-20¢ bucket at game start (2026-06-15)?
Sooth_QGen#3e521e575229	Will the Kalshi YES mid-market price for Pittsburgh (Pittsburgh vs Houston) land in the 90-100¢ bucket at game start (2026-06-03)?
Sooth_QGen#3e5539e7cbd8	Will the Kalshi YES mid-market price for Colorado (San Francisco vs Colorado) land in the 50-60¢ bucket at game start (2026-05-30)?
Sooth_QGen#3e5f636e9c0b	Will the Kalshi YES mid-market price for Baltimore (Seattle vs Baltimore) land in the 10-20¢ bucket at game start (2026-06-10)?
Sooth_QGen#3e7ef658bd99	Will the Kalshi YES mid-market price for Los Angeles D (Philadelphia vs Los Angeles D) land in the 70-80¢ bucket at game start (2026-05-30)?
Sooth_QGen#3e881e206590	Will the Kalshi YES mid-market price for Seattle (Will Seattle win the New England vs Seattle Pro Football game) land in the 0-10¢ bucket at game start (2026-09-09)?
Sooth_QGen#3e9a4fe9cc9b	Will the Kalshi YES mid-market price for Washington (Washington vs Arizona) land in the 10-20¢ bucket at game start (2026-06-06)?
Sooth_QGen#3ea59dc8422a	Will the Kalshi YES mid-market price for San Francisco (Chicago C vs San Francisco) land in the 50-60¢ bucket at game start (2026-06-14)?
Sooth_QGen#3eb7b587ea1f	Will the Kalshi YES mid-market price for Arizona (Arizona vs Seattle) land in the 20-30¢ bucket at game start (2026-05-31)?
Sooth_QGen#3eb83fcccf90	Will the Kalshi YES mid-market price for Los Angeles D (Los Angeles D vs Pittsburgh) land in the 30-40¢ bucket at game start (2026-06-10)?
Sooth_QGen#3ebcc289ae1a	Will the Kalshi YES mid-market price for St. Louis (St. Louis vs New York M) land in the 70-80¢ bucket at game start (2026-06-11)?
Sooth_QGen#3ec06032109f	Will the Kalshi YES mid-market price for Texas (Kansas City vs Texas) land in the 50-60¢ bucket at game start (2026-05-30)?
Sooth_QGen#3ecd60d9d418	Will the Kalshi YES mid-market price for Atlanta (Atlanta vs New York M) land in the 20-30¢ bucket at game start (2026-06-13)?
Sooth_QGen#3edeb96fe4b9	Will the Kalshi YES mid-market price for New York (Game 2: New York at San Antonio) land in the 20-30¢ bucket at game start (2026-06-06)?
Sooth_QGen#3edffbfc3f18	Will the Kalshi YES mid-market price for Milwaukee (San Francisco vs Milwaukee) land in the 60-70¢ bucket at game start (2026-06-04)?
Sooth_QGen#3ee5b66f6bee	Will the Kalshi YES mid-market price for Seattle (New York M vs Seattle) land in the 90-100¢ bucket at game start (2026-06-03)?
Sooth_QGen#3eef5bae0e3a	Will the Kalshi YES mid-market price for Detroit (Detroit vs Tampa Bay) land in the 80-90¢ bucket at game start (2026-06-01)?
